ENSG00000243485	MIR1302-2HG
ENSG00000130032	PRRG3
ENSG00000147378	FATE1
ENSG00000183862	CNGA2
ENSG00000229967	MAGEA4-AS1
ENSG00000147381	MAGEA4
ENSG00000102287	GABRE
ENSG00000124260	MAGEA10
ENSG00000231937	AC116666.1
ENSG00000011677	GABRA3
ENSG00000268089	GABRQ
ENSG00000221867	MAGEA3
ENSG00000268902	CSAG2
ENSG00000183305	MAGEA2B
ENSG00000198930	CSAG1
ENSG00000213401	MAGEA12
ENSG00000231447	AC244102.1
ENSG00000268606	MAGEA2
ENSG00000268916	CSAG3
ENSG00000197172	MAGEA6
ENSG00000147400	CETN2
ENSG00000147383	NSDHL
ENSG00000147394	ZNF185
ENSG00000198883	PNMA5
ENSG00000183837	PNMA3
ENSG00000235961	PNMA6A
ENSG00000198681	MAGEA1
ENSG00000273877	AC236972.3
ENSG00000225110	PNMA6F
ENSG00000063587	ZNF275
ENSG00000214897	PNMA6E
ENSG00000189420	ZFP92
ENSG00000183479	TREX2
ENSG00000213397	HAUS7
ENSG00000182492	BGN
ENSG00000067842	ATP2B3
ENSG00000262919	CCNQ
ENSG00000130829	DUSP9
ENSG00000130822	PNCK
ENSG00000130821	SLC6A8
ENSG00000185825	BCAP31
ENSG00000101986	ABCD1
ENSG00000232725	U52111.1
ENSG00000198753	PLXNB3
ENSG00000184343	SRPK3
ENSG00000067829	IDH3G
ENSG00000180879	SSR4
ENSG00000067840	PDZD4
ENSG00000198910	L1CAM
ENSG00000284987	U52112.2
ENSG00000126895	AVPR2
ENSG00000089820	ARHGAP4
ENSG00000102030	NAA10
ENSG00000102032	RENBP
ENSG00000172534	HCFC1
ENSG00000235802	HCFC1-AS1
ENSG00000177854	TMEM187
ENSG00000184216	IRAK1
ENSG00000169057	MECP2
ENSG00000102076	OPN1LW
ENSG00000268221	OPN1MW
ENSG00000166160	OPN1MW2
ENSG00000269433	OPN1MW3
ENSG00000278057	TEX28
ENSG00000007350	TKTL1
ENSG00000231830	AC245140.1
ENSG00000196924	FLNA
ENSG00000285018	AC245140.3
ENSG00000102119	EMD
ENSG00000147403	RPL10
ENSG00000280195	AC245140.2
ENSG00000013563	DNASE1L1
ENSG00000102125	TAZ
ENSG00000197180	AC244090.1
ENSG00000071553	ATP6AP1
ENSG00000203879	GDI1
ENSG00000071859	FAM50A
ENSG00000130827	PLXNA3
ENSG00000196976	LAGE3
ENSG00000102178	UBL4A
ENSG00000126903	SLC10A3
ENSG00000071889	FAM3A
ENSG00000160211	G6PD
ENSG00000269335	IKBKG
ENSG00000279245	FAM223A
ENSG00000268651	CTAG1A
ENSG00000184033	CTAG1B
ENSG00000272681	FAM223B
ENSG00000126890	CTAG2
ENSG00000160219	GAB3
ENSG00000130826	DKC1
ENSG00000130830	MPP1
ENSG00000203870	SMIM9
ENSG00000185010	F8
ENSG00000274183	H2AFB1
ENSG00000277203	F8A1
ENSG00000165775	FUNDC2
ENSG00000182712	CMC4
ENSG00000214827	MTCP1
ENSG00000185515	BRCC3
ENSG00000155959	VBP1
ENSG00000155961	RAB39B
ENSG00000155962	CLIC2
ENSG00000224216	AC234781.1
ENSG00000277858	H2AFB2
ENSG00000274791	F8A2
ENSG00000277150	F8A3
ENSG00000277745	H2AFB3
ENSG00000224533	TMLHE-AS1
ENSG00000225393	BX571846.1
ENSG00000185973	TMLHE
ENSG00000168939	SPRY3
ENSG00000124333	VAMP7
ENSG00000124334	IL9R
ENSG00000185203	WASIR1
ENSG00000253896	AC144568.2
ENSG00000176269	OR4F21
ENSG00000172748	ZNF596
ENSG00000272240	AC004908.1
ENSG00000273402	AC004908.3
ENSG00000249868	AC136777.1
ENSG00000182366	FAM87A
ENSG00000147364	FBXO25
ENSG00000272293	AC083964.1
ENSG00000180190	TDRP
ENSG00000104714	ERICH1
ENSG00000198010	DLGAP2
ENSG00000282375	AC100797.4
ENSG00000282759	AC026950.2
ENSG00000282692	AC129915.3
ENSG00000254160	AC110288.1
ENSG00000275427	AF067845.2
ENSG00000260721	AF067845.1
ENSG00000282160	AF067845.5
ENSG00000281961	AF067845.4
ENSG00000253267	DLGAP2-AS1
ENSG00000182372	CLN8
ENSG00000282021	AC100810.3
ENSG00000253982	AC100810.1
ENSG00000283239	AC019257.8
ENSG00000104728	ARHGEF10
ENSG00000253696	KBTBD11-OT1
ENSG00000253764	AC019257.1
ENSG00000176595	KBTBD11
ENSG00000270988	AC019257.2
ENSG00000253805	AC245164.1
ENSG00000036448	MYOM2
ENSG00000253444	AC245519.1
ENSG00000282686	AC245519.2
ENSG00000282142	AC245187.2
ENSG00000253855	AC245187.1
ENSG00000277526	AC245123.1
ENSG00000254319	AC246817.2
ENSG00000253853	AC246817.1
ENSG00000183117	CSMD1
ENSG00000253510	AC004944.1
ENSG00000254007	AC084768.1
ENSG00000253189	AC079054.1
ENSG00000253880	AC009435.1
ENSG00000246089	AC016065.1
ENSG00000147316	MCPH1
ENSG00000091879	ANGPT2
ENSG00000271743	AF287957.1
ENSG00000249898	MCPH1-AS1
ENSG00000155189	AGPAT5
ENSG00000275591	XKR5
ENSG00000245857	AF233439.1
ENSG00000164825	DEFB1
ENSG00000164822	DEFA6
ENSG00000254625	AF233439.2
ENSG00000164821	DEFA4
ENSG00000206047	DEFA1
ENSG00000240247	DEFA1B
ENSG00000239839	DEFA3
ENSG00000164816	DEFA5
ENSG00000215374	FAM66B
ENSG00000230549	USP17L1
ENSG00000236125	USP17L4
ENSG00000215372	ZNF705G
ENSG00000177257	DEFB4B
ENSG00000177243	DEFB103B
ENSG00000164871	SPAG11B
ENSG00000177023	DEFB104B
ENSG00000187082	DEFB106B
ENSG00000186599	DEFB105B
ENSG00000198129	DEFB107B
ENSG00000255251	PRR23D1
ENSG00000255378	PRR23D2
ENSG00000186572	DEFB107A
ENSG00000186562	DEFB105A
ENSG00000186579	DEFB106A
ENSG00000176782	DEFB104A
ENSG00000178287	SPAG11A
ENSG00000176797	DEFB103A
ENSG00000171711	DEFB4A
ENSG00000215356	ZNF705B
ENSG00000225725	FAM66E
ENSG00000237038	USP17L8
ENSG00000225327	USP17L3
ENSG00000253893	FAM85B
ENSG00000268955	AC068020.1
ENSG00000275342	PRAG1
ENSG00000253505	AC103957.1
ENSG00000254153	AC103957.2
ENSG00000253343	AC114550.2
ENSG00000253774	AC114550.3
ENSG00000253130	AC114550.1
ENSG00000253958	CLDN23
ENSG00000254367	AC087269.1
ENSG00000147324	MFHAS1
ENSG00000104626	ERI1
ENSG00000173281	PPP1R3B
ENSG00000254340	AC022784.7
ENSG00000253426	AC022784.3
ENSG00000279949	AC022784.8
ENSG00000253252	AC022784.2
ENSG00000248538	AC022784.1
ENSG00000254235	AC022784.6
ENSG00000253887	AC022784.4
ENSG00000253735	AC021736.1
ENSG00000254237	AC021242.2
ENSG00000272267	AC021242.3
ENSG00000173273	TNKS
ENSG00000253230	LINC00599
ENSG00000260093	AC034111.1
ENSG00000175806	MSRA
ENSG00000253641	AC104964.1
ENSG00000253678	AC104964.2
ENSG00000253649	PRSS51
ENSG00000272505	AC104964.4
ENSG00000184647	PRSS55
ENSG00000183638	RP1L1
ENSG00000171060	C8orf74
ENSG00000171056	SOX7
ENSG00000258724	PINX1
ENSG00000248896	AC105001.1
ENSG00000254093	PINX1
ENSG00000253695	AC011008.1
ENSG00000171044	XKR6
ENSG00000254839	AF131215.3
ENSG00000270076	AF131215.7
ENSG00000236827	LINC00529
ENSG00000280273	AF131216.4
ENSG00000104643	MTMR9
ENSG00000246477	AF131216.1
ENSG00000177710	SLC35G5
ENSG00000255020	AF131216.3
ENSG00000184608	FAM167A-AS1
ENSG00000154319	FAM167A
ENSG00000284957	AF131216.5
ENSG00000136573	BLK
ENSG00000269954	AC022239.1
ENSG00000170983	LINC00208
ENSG00000136574	GATA4
ENSG00000255394	C8orf49
ENSG00000154328	NEIL2
ENSG00000079459	FDFT1
ENSG00000255046	AC069185.1
ENSG00000164733	CTSB
ENSG00000205884	DEFB136
ENSG00000205883	DEFB135
ENSG00000205882	DEFB134
ENSG00000233050	DEFB130B
ENSG00000215343	ZNF705D
ENSG00000255052	FAM66D
ENSG00000226430	USP17L7
ENSG00000223443	USP17L2
ENSG00000186523	FAM86B1
ENSG00000255495	AC145124.1
ENSG00000232948	DEFB130A
ENSG00000227888	FAM66A
ENSG00000270074	AC087203.3
ENSG00000145002	FAM86B2
ENSG00000270154	AC130352.1
ENSG00000154359	LONRF1
ENSG00000254813	AC123777.1
ENSG00000255494	LINC00681
ENSG00000250305	TRMT9B
ENSG00000164741	DLC1
ENSG00000253932	AC019270.1
ENSG00000164743	C8orf48
ENSG00000254753	AC022690.2
ENSG00000185053	SGCZ
ENSG00000254575	AC022039.1
ENSG00000104723	TUSC3
ENSG00000253648	AC018437.2
ENSG00000038945	MSR1
ENSG00000253184	AC011586.1
ENSG00000253496	AC068992.1
ENSG00000078579	FGF20
ENSG00000155970	MICU3
ENSG00000249258	AC079193.2
ENSG00000104219	ZDHHC2
ENSG00000198791	CNOT7
ENSG00000155975	VPS37A
ENSG00000003987	MTMR7
ENSG00000003989	SLC7A2
ENSG00000104213	PDGFRL
ENSG00000129422	MTUS1
ENSG00000253168	AC124069.1
ENSG00000253944	AC027117.2
ENSG00000104760	FGL1
ENSG00000253215	AC087273.1
ENSG00000254054	AC087273.2
ENSG00000078674	PCM1
ENSG00000104763	ASAH1
ENSG00000245281	AC124242.1
ENSG00000171428	NAT1
ENSG00000156006	NAT2
ENSG00000156011	PSD3
ENSG00000187229	AC100800.1
ENSG00000253335	AC009884.1
ENSG00000253557	AC100849.1
ENSG00000254242	AC100849.2
ENSG00000254201	AC068880.3
ENSG00000253280	AC068880.2
ENSG00000104611	SH2D4A
ENSG00000147408	CSGALNACT1
ENSG00000253270	AC090541.1
ENSG00000104613	INTS10
ENSG00000175445	LPL
ENSG00000253775	AC100802.1
ENSG00000036565	SLC18A1
ENSG00000147416	ATP6V1B2
ENSG00000061337	LZTS1
ENSG00000253733	LZTS1-AS1
ENSG00000253164	AC023403.1
ENSG00000253300	AC018541.1
ENSG00000254260	AC015468.4
ENSG00000254092	AC015468.3
ENSG00000253147	AC015468.1
ENSG00000254026	AC015468.2
ENSG00000253199	LINC02153
ENSG00000254040	AC103719.1
ENSG00000254334	AC021355.1
ENSG00000168546	GFRA2
ENSG00000147443	DOK2
ENSG00000130227	XPO7
ENSG00000158806	NPM2
ENSG00000158815	FGF17
ENSG00000158856	DMTN
ENSG00000158863	FAM160B2
ENSG00000275074	NUDT18
ENSG00000168453	HR
ENSG00000168476	REEP4
ENSG00000168481	LGI3
ENSG00000168484	SFTPC
ENSG00000168487	BMP1
ENSG00000168490	PHYHIP
ENSG00000168495	POLR3D
ENSG00000254064	AC105206.2
ENSG00000197181	PIWIL2
ENSG00000104635	SLC39A14
ENSG00000120910	PPP3CC
ENSG00000251034	AC037459.2
ENSG00000120896	SORBS3
ENSG00000254230	AC037459.4
ENSG00000120913	PDLIM2
ENSG00000248235	AC037459.1
ENSG00000241852	C8orf58
ENSG00000158941	CCAR2
ENSG00000253200	AC037459.3
ENSG00000147439	BIN3
ENSG00000179388	EGR3
ENSG00000134020	PEBP4
ENSG00000248738	AC037441.1
ENSG00000245025	AC107959.1
ENSG00000008853	RHOBTB2
ENSG00000120889	TNFRSF10B
ENSG00000246130	AC107959.2
ENSG00000253616	AC107959.3
ENSG00000284948	AC107959.4
ENSG00000284956	AC107959.5
ENSG00000173535	TNFRSF10C
ENSG00000173530	TNFRSF10D
ENSG00000253930	TNFRSF10A-AS1
ENSG00000104689	TNFRSF10A
ENSG00000250714	AC100861.2
ENSG00000147457	CHMP7
ENSG00000104679	R3HCC1
ENSG00000134013	LOXL2
ENSG00000197217	ENTPD4
ENSG00000253390	AC104561.1
ENSG00000253986	AC104561.3
ENSG00000147454	SLC25A37
ENSG00000167034	NKX3-1
ENSG00000180053	NKX2-6
ENSG00000253471	AC012574.1
ENSG00000254002	AC012574.2
ENSG00000159167	STC1
ENSG00000253891	AC023202.1
ENSG00000042980	ADAM28
ENSG00000253535	AC120193.1
ENSG00000134028	ADAMDEC1
ENSG00000069206	ADAM7
ENSG00000253643	AC024958.1
ENSG00000272163	AF106564.1
ENSG00000104722	NEFM
ENSG00000277586	NEFL
ENSG00000272157	AC107373.2
ENSG00000253832	AC107373.1
ENSG00000147459	DOCK5
ENSG00000147437	GNRH1
ENSG00000253476	AC091185.1
ENSG00000104756	KCTD9
ENSG00000184661	CDCA2
ENSG00000253100	AC009623.1
ENSG00000253342	AC009623.2
ENSG00000254178	AC090103.1
ENSG00000221818	EBF2
ENSG00000221914	PPP2R2A
ENSG00000104765	BNIP3L
ENSG00000240694	PNMA2
ENSG00000092964	DPYSL2
ENSG00000120907	ADRA1A
ENSG00000253903	AC090150.2
ENSG00000253888	AC090150.1
ENSG00000015592	STMN4
ENSG00000104228	TRIM35
ENSG00000120899	PTK2B
ENSG00000120903	CHRNA2
ENSG00000120915	EPHX2
ENSG00000120885	CLU
ENSG00000168077	SCARA3
ENSG00000147419	CCDC25
ENSG00000253875	AC013643.2
ENSG00000171320	ESCO2
ENSG00000168078	PBK
ENSG00000168079	SCARA5
ENSG00000253397	AC069113.2
ENSG00000189233	NUGGC
ENSG00000134014	ELP3
ENSG00000253690	AC021678.2
ENSG00000168081	PNOC
ENSG00000186918	ZNF395
ENSG00000214050	FBXO16
ENSG00000253567	AC025871.1
ENSG00000104290	FZD3
ENSG00000012232	EXTL3
ENSG00000246339	EXTL3-AS1
ENSG00000104299	INTS9
ENSG00000254034	INTS9-AS1
ENSG00000147421	HMBOX1
ENSG00000197892	KIF13B
ENSG00000259607	AC108449.3
ENSG00000254129	AC108449.1
ENSG00000120875	DUSP4
ENSG00000253632	AC084026.2
ENSG00000253182	AC084026.1
ENSG00000251191	LINC00589
ENSG00000253490	LINC02099
ENSG00000248964	AC131254.1
ENSG00000254086	AC131254.3
ENSG00000253604	AC131254.2
ENSG00000253279	LINC02209
ENSG00000133872	SARAF
ENSG00000272256	AC044849.1
ENSG00000104660	LEPROTL1
ENSG00000177669	MBOAT4
ENSG00000271869	AC026979.2
ENSG00000104671	DCTN6
ENSG00000253708	AC026979.1
ENSG00000272375	AC026979.3
ENSG00000254109	RBPMS-AS1
ENSG00000157110	RBPMS
ENSG00000197265	GTF2E2
ENSG00000253112	AC102945.1
ENSG00000253457	SMIM18
ENSG00000104687	GSR
ENSG00000104691	UBXN8
ENSG00000104695	PPP2CB
ENSG00000133863	TEX15
ENSG00000172733	PURG
ENSG00000165392	WRN
ENSG00000253961	AC009563.1
ENSG00000253377	AC068672.2
ENSG00000253275	AC068672.1
ENSG00000157168	NRG1
ENSG00000247134	AC090204.1
ENSG00000272338	AC067838.1
ENSG00000172728	FUT10
ENSG00000129696	TTI2
ENSG00000198042	MAK16
ENSG00000133874	RNF122
ENSG00000133878	DUSP26
ENSG00000253642	AF279873.3
ENSG00000254194	AF279873.4
ENSG00000254302	AC087855.2
ENSG00000253108	AC090993.1
ENSG00000254033	AC087855.1
ENSG00000254344	LINC01288
ENSG00000156687	UNC5D
ENSG00000253452	AC100818.1
ENSG00000253524	AC124290.1
ENSG00000253363	AC090809.1
ENSG00000215262	KCNU1
ENSG00000254038	AC092818.1
ENSG00000253746	AC091182.2
ENSG00000253161	LINC01605
ENSG00000253388	AC124067.1
ENSG00000254111	AC124067.3
ENSG00000254290	AC124067.4
ENSG00000254306	AC137579.2
ENSG00000253344	AC137579.1
ENSG00000183779	ZNF703
ENSG00000253181	AC138356.3
ENSG00000183154	AC138356.1
ENSG00000147475	ERLIN2
ENSG00000147471	PLPBP
ENSG00000020181	ADGRA2
ENSG00000104221	BRF2
ENSG00000156675	RAB11FIP1
ENSG00000169154	GOT1L1
ENSG00000188778	ADRB3
ENSG00000187840	EIF4EBP1
ENSG00000272128	AP006545.2
ENSG00000129691	ASH2L
ENSG00000240015	AC084024.1
ENSG00000147465	STAR
ENSG00000253356	AC084024.3
ENSG00000175324	LSM1
ENSG00000156735	BAG4
ENSG00000085788	DDHD2
ENSG00000147535	PLPP5
ENSG00000147548	NSD3
ENSG00000255487	AC087362.2
ENSG00000254898	AC087362.1
ENSG00000272092	AC087623.3
ENSG00000165046	LETM2
ENSG00000254981	AC087623.1
ENSG00000272159	AC087623.4
ENSG00000077782	FGFR1
ENSG00000255201	AC087623.2
ENSG00000196166	C8orf86
ENSG00000253361	AC069120.1
ENSG00000254321	AC016813.1
ENSG00000147526	TACC1
ENSG00000253829	AC067817.2
ENSG00000169499	PLEKHA2
ENSG00000253645	AC108863.1
ENSG00000169495	HTRA4
ENSG00000169490	TM2D2
ENSG00000168615	ADAM9
ENSG00000197140	ADAM32
ENSG00000168619	ADAM18
ENSG00000104755	ADAM2
ENSG00000131203	IDO1
ENSG00000253939	AC007991.3
ENSG00000254287	AC007991.4
ENSG00000188676	IDO2
ENSG00000253381	AC087518.1
ENSG00000253665	AC022733.1
ENSG00000176907	TCIM
ENSG00000254143	AC022733.2
ENSG00000253802	AC105999.2
ENSG00000253354	AC105999.1
ENSG00000272479	AC010857.1
ENSG00000165061	ZMAT4
ENSG00000254383	AC048387.1
ENSG00000104332	SFRP1
ENSG00000253396	AC016868.1
ENSG00000147533	GOLGA7
ENSG00000147536	GINS4
ENSG00000253133	AC009630.1
ENSG00000253174	AC009630.2
ENSG00000158669	GPAT4
ENSG00000264578	AC009630.3
ENSG00000165066	NKX6-3
ENSG00000029534	ANK1
ENSG00000253389	AC113133.1
ENSG00000260588	AC027702.1
ENSG00000083168	KAT6A
ENSG00000271938	AC103724.4
ENSG00000261449	AC103724.3
ENSG00000070718	AP3M2
ENSG00000104368	PLAT
ENSG00000253408	AC083973.1
ENSG00000104365	IKBKB
ENSG00000070501	POLB
ENSG00000104371	DKK4
ENSG00000078668	VDAC3
ENSG00000168575	SLC20A2
ENSG00000254165	AC090739.1
ENSG00000176209	SMIM19
ENSG00000147432	CHRNB3
ENSG00000255101	AC103843.1
ENSG00000147434	CHRNA6
ENSG00000131931	THAP1
ENSG00000120925	RNF170
ENSG00000168172	HOOK3
ENSG00000254673	AC110275.1
ENSG00000168522	FNTA
ENSG00000185900	POMK
ENSG00000165102	HGSNAT
ENSG00000253314	LINC00293
ENSG00000253745	AC091163.1
ENSG00000253782	AC091163.2
ENSG00000255366	AC120036.4
ENSG00000215177	IGLV8OR8-1
ENSG00000164808	SPIDR
ENSG00000221869	CEBPD
ENSG00000253729	PRKDC
ENSG00000104738	MCM4
ENSG00000169139	UBE2V2
ENSG00000253140	AC026904.2
ENSG00000253688	AC026904.3
ENSG00000253608	AC022915.2
ENSG00000233858	AC026904.1
ENSG00000253702	AC026904.4
ENSG00000253455	AC022915.1
ENSG00000253892	AC022915.3
ENSG00000034239	EFCAB1
ENSG00000019549	SNAI2
ENSG00000168333	PPDPFL
ENSG00000253474	AC022568.1
ENSG00000253380	AC090155.2
ENSG00000253206	AC090155.1
ENSG00000253484	AC113145.1
ENSG00000271148	AC023762.1
ENSG00000147481	SNTG1
ENSG00000253664	AC012413.1
ENSG00000147485	PXDNL
ENSG00000272076	AC090186.1
ENSG00000168300	PCMTD1
ENSG00000228801	AC064807.1
ENSG00000272024	AC064807.4
ENSG00000253844	AC064807.2
ENSG00000254136	AC064807.3
ENSG00000147488	ST18
ENSG00000254314	AC021915.2
ENSG00000253551	AC021915.1
ENSG00000253924	AC103831.1
ENSG00000196711	ALKAL1
ENSG00000023287	RB1CC1
ENSG00000183729	NPBWR1
ENSG00000254687	AC009646.2
ENSG00000082556	OPRK1
ENSG00000260484	AC131902.2
ENSG00000253369	AC131902.1
ENSG00000254204	AC022034.4
ENSG00000237807	AC022034.2
ENSG00000047249	ATP6V1H
ENSG00000147509	RGS20
ENSG00000272457	AC113194.1
ENSG00000187735	TCEA1
ENSG00000260955	AC100821.2
ENSG00000120992	LYPLA1
ENSG00000137547	MRPL15
ENSG00000164736	SOX17
ENSG00000104237	RP1
ENSG00000206579	XKR4
ENSG00000253976	AC022679.2
ENSG00000253857	AC022679.1
ENSG00000254357	AC090200.1
ENSG00000167904	TMEM68
ENSG00000137574	TGS1
ENSG00000254087	LYN
ENSG00000008988	RPS20
ENSG00000253603	CERNA3
ENSG00000172680	MOS
ENSG00000181690	PLAG1
ENSG00000170791	CHCHD7
ENSG00000272343	AC107952.2
ENSG00000170786	SDR16C5
ENSG00000181195	PENK
ENSG00000254254	AC012349.1
ENSG00000246430	LINC00968
ENSG00000253139	AC013644.1
ENSG00000254055	AC009597.1
ENSG00000104331	IMPAD1
ENSG00000253301	LINC01606
ENSG00000253614	AC025674.2
ENSG00000215117	LINC00588
ENSG00000253871	AC068075.1
ENSG00000253821	AC090796.1
ENSG00000253322	AC104051.1
ENSG00000254139	AC104051.2
ENSG00000253376	AC012103.1
ENSG00000205293	LINC01602
ENSG00000169122	FAM110B
ENSG00000253523	AC104350.1
ENSG00000253116	AC027698.1
ENSG00000215114	UBXN2B
ENSG00000167910	CYP7A1
ENSG00000137575	SDCBP
ENSG00000035681	NSMAF
ENSG00000198846	TOX
ENSG00000167912	AC090152.1
ENSG00000253260	AC087664.1
ENSG00000253879	AC087664.2
ENSG00000254775	AC021393.1
ENSG00000178538	CA8
ENSG00000251396	LINC01301
ENSG00000104388	RAB2A
ENSG00000255321	AC068389.4
ENSG00000228862	AC068389.1
ENSG00000254869	AC068389.2
ENSG00000255289	AC068389.3
ENSG00000171316	CHD7
ENSG00000254432	AC113143.1
ENSG00000254777	AC022182.1
ENSG00000254802	AC022182.2
ENSG00000177182	CLVS1
ENSG00000254222	AC023866.2
ENSG00000253711	AC023866.1
ENSG00000198363	ASPH
ENSG00000251127	AC091173.1
ENSG00000254119	AC025524.2
ENSG00000253834	AC025524.1
ENSG00000254120	LINC02155
ENSG00000185942	NKAIN3
ENSG00000254050	AC018861.2
ENSG00000274956	AC120042.3
ENSG00000240915	AC120042.1
ENSG00000137563	GGH
ENSG00000253121	AC120042.2
ENSG00000137561	TTPA
ENSG00000270673	YTHDF3-AS1
ENSG00000185728	YTHDF3
ENSG00000261542	AC011978.2
ENSG00000253205	AC011124.1
ENSG00000253894	AC011124.2
ENSG00000253583	AC018953.1
ENSG00000253554	AC022639.1
ENSG00000253762	AC069133.1
ENSG00000253734	LINC01289
ENSG00000254377	MIR124-2HG
ENSG00000254102	AC090136.3
ENSG00000180828	BHLHE22
ENSG00000172817	CYP7B1
ENSG00000254006	AC104232.1
ENSG00000280725	LINC00251
ENSG00000254081	LINC01299
ENSG00000272010	AC100814.1
ENSG00000104442	ARMC1
ENSG00000066855	MTFR1
ENSG00000272155	AC055822.1
ENSG00000205268	PDE7A
ENSG00000272192	AC100812.1
ENSG00000147570	DNAJC5B
ENSG00000253190	AC084082.1
ENSG00000147573	TRIM55
ENSG00000147571	CRH
ENSG00000253138	LINC00967
ENSG00000246145	RRS1-AS1
ENSG00000179041	RRS1
ENSG00000147576	ADHFE1
ENSG00000169085	VXN
ENSG00000185697	MYBL1
ENSG00000175073	VCPIP1
ENSG00000104205	SGK3
ENSG00000213865	C8orf44
ENSG00000178460	MCMDC2
ENSG00000261787	TCF24
ENSG00000178125	PPP1R42
ENSG00000121022	COPS5
ENSG00000104218	CSPP1
ENSG00000066777	ARFGEF1
ENSG00000271966	AC021321.1
ENSG00000165078	CPA6
ENSG00000255130	AC022874.1
ENSG00000046889	PREX2
ENSG00000255206	AC011853.2
ENSG00000248801	C8orf34-AS1
ENSG00000165084	C8orf34
ENSG00000254337	AC083967.1
ENSG00000253658	LINC01592
ENSG00000253373	AC021785.1
ENSG00000253479	LINC01603
ENSG00000137573	SULF1
ENSG00000137571	SLCO5A1
ENSG00000254557	AC091047.1
ENSG00000246528	AC079089.1
ENSG00000147596	PRDM14
ENSG00000140396	NCOA2
ENSG00000253143	AC022730.3
ENSG00000253967	AC022730.4
ENSG00000067167	TRAM1
ENSG00000246366	LACTB2-AS1
ENSG00000147592	LACTB2
ENSG00000221947	XKR9
ENSG00000254031	AC022858.1
ENSG00000104313	EYA1
ENSG00000254277	AC009446.1
ENSG00000253287	AC104012.1
ENSG00000235531	MSC-AS1
ENSG00000178860	MSC
ENSG00000104321	TRPA1
ENSG00000253317	AC078906.1
ENSG00000254347	AC011131.1
ENSG00000182674	KCNB2
ENSG00000253784	AC090735.1
ENSG00000260838	AC022893.2
ENSG00000147601	TERF1
ENSG00000272254	AC022893.3
ENSG00000253636	AC022893.1
ENSG00000164764	SBSPON
ENSG00000274443	C8orf89
ENSG00000147604	RPL7
ENSG00000121039	RDH10
ENSG00000250295	RDH10-AS1
ENSG00000253339	AC111149.2
ENSG00000253235	AC111149.1
ENSG00000253302	STAU2-AS1
ENSG00000040341	STAU2
ENSG00000254538	AC027018.1
ENSG00000258677	AC022826.2
ENSG00000104343	UBE2W
ENSG00000154582	ELOC
ENSG00000175606	TMEM70
ENSG00000154589	LY96
ENSG00000254288	AC087672.2
ENSG00000253115	AC087672.1
ENSG00000253983	AC087627.1
ENSG00000104369	JPH1
ENSG00000104381	GDAP1
ENSG00000253596	AC103952.1
ENSG00000254349	MIR2052HG
ENSG00000254080	AC115837.2
ENSG00000253706	AC011632.1
ENSG00000137558	PI15
ENSG00000254043	AC011632.2
ENSG00000121005	CRISPLD1
ENSG00000254238	AC100782.1
ENSG00000253712	AC022274.1
ENSG00000249395	CASC9
ENSG00000164749	HNF4G
ENSG00000270866	AC067773.1
ENSG00000271167	LINC01109
ENSG00000254300	LINC01111
ENSG00000253661	ZFHX4-AS1
ENSG00000091656	ZFHX4
ENSG00000253416	AC023200.1
ENSG00000164751	PEX2
ENSG00000254366	AC062004.1
ENSG00000254001	AC084706.1
ENSG00000254266	PKIA-AS1
ENSG00000171033	PKIA
ENSG00000104427	ZC2HC1A
ENSG00000104432	IL7
ENSG00000261618	AC083837.1
ENSG00000253659	AC138646.1
ENSG00000104435	STMN2
ENSG00000164683	HEY1
ENSG00000272138	LINC01607
ENSG00000249328	AC036214.1
ENSG00000147586	MRPS28
ENSG00000276418	AC036214.3
ENSG00000272264	AC009686.2
ENSG00000076554	TPD52
ENSG00000254205	AC009686.1
ENSG00000253238	AC034114.2
ENSG00000251867	AC009812.1
ENSG00000205189	ZBTB10
ENSG00000254162	AC009812.3
ENSG00000260317	AC009812.4
ENSG00000164684	ZNF704
ENSG00000076641	PAG1
ENSG00000254060	AC022778.1
ENSG00000254177	AC079209.2
ENSG00000253214	AC079209.1
ENSG00000272425	AC009902.3
ENSG00000254027	AC009902.2
ENSG00000164687	FABP5
ENSG00000253859	AC018616.1
ENSG00000147588	PMP2
ENSG00000205186	FABP9
ENSG00000170323	FABP4
ENSG00000253374	AC023644.1
ENSG00000197416	FABP12
ENSG00000133731	IMPA1
ENSG00000253598	SLC10A5
ENSG00000104231	ZFAND1
ENSG00000164695	CHMP4C
ENSG00000253334	AC132219.1
ENSG00000104497	SNX16
ENSG00000254689	LINC02235
ENSG00000254123	AC027701.1
ENSG00000253503	AC060765.1
ENSG00000253836	AC105031.2
ENSG00000254394	AC105031.3
ENSG00000253898	LINC01419
ENSG00000254202	AC015522.1
ENSG00000184672	RALYL
ENSG00000133739	LRRCC1
ENSG00000260493	AC011773.4
ENSG00000133740	E2F5
ENSG00000254208	AC011773.1
ENSG00000176731	C8orf59
ENSG00000185015	CA13
ENSG00000258256	AC011773.3
ENSG00000257962	AC011773.2
ENSG00000133742	CA1
ENSG00000164879	CA3
ENSG00000253549	CA3-AS1
ENSG00000104267	CA2
ENSG00000254380	AC093331.2
ENSG00000253154	AC100801.1
ENSG00000147614	ATP6V0D2
ENSG00000147613	PSKH2
ENSG00000253675	AC023194.3
ENSG00000253699	AC084128.1
ENSG00000164893	SLC7A13
ENSG00000123124	WWP1
